time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12
0,0,0,2,2.5028,-0.41052,0.97117,0.58242,-0.10844,-0.91808,0.43951,-0.51989,0.96785,0.1505,-0.59313,0.60949
11,1,11,1,-0.08152,1.1204,-0.61304,1.0889,-0.4265,1.8256,-0.0082146,-0.93694,0.13695,-0.23676,0.8459,-0.047013
1,0,4,1,-0.99409,1.6466,0.57454,-1.1558,0.65529,-0.42117,-0.87719,-1.7643,0.24339,-0.35203,-0.10346,-1.4111
3,0,13,1,0.77965,-1.8823,-1.1701,-0.72515,0.51204,-0.66252,-0.23763,0.20045,-0.95726,1.0979,-2.4876,-0.076622
0,0,5,1,-2.2058,0.95647,-1.0543,0.67776,0.31894,-0.28077,-0.40442,0.7053,0.036206,0.54977,0.33036,-1.1654
3,2,3,2,-0.37838,1.9977,0.43163,0.18898,0.091891,-0.30018,-0.28996,-1.0053,-0.95112,1.2673,-1.7306,-0.43325
20,2,20,2,-0.3373,-0.54731,2.7981,-1.5571,0.031121,-1.6241,1.3036,-0.18556,-0.54899,1.2518,-0.529,0.21018
17,1,17,1,0.65091,1.0234,0.94775,0.051916,-0.065708,1.3398,0.75414,0.26947,0.056149,-0.60399,0.60983,-0.42181
4,0,21,2,1.1013,0.7769,-1.2939,-0.3321,-1.0436,-0.76191,1.698,-1.3439,0.76228,1.1554,-0.34198,1.2845
2,2,2,2,2.5659,-0.34057,0.34403,0.25866,-1.2359,-1.2172,-0.12442,-0.018699,0.17904,0.97358,-0.35913,0.10924
5,2,5,2,-2.7083,-1.9612,0.29291,0.42531,0.46399,-0.274,1.3335,1.1914,1.1707,1.0736,-0.27685,-0.35276
7,0,10,1,0.099114,-0.76443,0.69353,-1.0988,1.3918,-0.51132,-1.4912,-0.23252,-0.20473,1.6101,0.92009,-0.39091
9,0,11,2,0.77805,1.1444,-1.0197,-0.34702,2.6187,-0.20134,-1.3013,1.1139,1.2835,0.14477,-3.4532,-1.0146
0,2,0,2,-0.58251,1.8817,-1.8563,2.0191,0.96327,0.76607,-1.4214,0.65349,0.32553,-2.0489,0.27502,0.064948
4,1,4,1,1.1903,-0.14614,-2.2193,0.19736,0.44321,1.31,1.0786,0.28459,-0.66904,-0.27503,-0.44009,-0.43113
93,1,93,1,-1.9607,-0.090048,-1.0336,-0.39518,0.95477,-0.63937,0.74162,0.57882,-2.2024,-0.57362,-1.4471,0.23483
37,0,76,1,-0.96793,-0.011139,1.0253,0.28175,-0.55559,0.7028,1.1376,0.27099,-0.17063,-1.0725,-0.1705,-1.2218
0,0,0,2,-0.8021,0.60124,0.94724,-0.77284,0.05127,-0.33171,0.22444,0.83983,0.48155,-0.50651,0.34438,-0.17844
42,1,42,1,2.0671,-1.0554,-1.4027,-0.36744,-1.3593,0.50981,0.68103,0.594,0.41979,1.6959,0.62463,0.093931
0,0,0,1,-1.7744,1.4462,-0.4249,0.67128,0.42315,1.2388,0.041879,-0.28878,2.1269,-0.76864,1.0133,0.2595
16,1,16,1,-1.3863,0.26553,-1.7814,0.69431,0.060795,-0.63386,1.3929,1.4817,-0.13093,-0.66562,1.033,-0.23526
29,0,33,2,0.017417,-1.5764,0.42277,-1.2182,-0.46968,-2.5543,-0.13966,-0.033531,0.78676,-0.0054275,-0.65242,0.0057118
0,0,3,1,0.19628,0.52418,-1.0875,0.21763,-0.39039,-0.2801,0.17528,-1.0239,0.22364,0.81089,0.47252,1.2548
5,0,112,1,-0.45242,-1.1785,-0.41397,-0.33724,1.3965,1.0113,0.11211,-0.772,1.4781,1.6701,-0.15956,0.42564
10,0,40,2,-0.88515,0.7467,0.37608,1.2598,0.88486,0.72336,0.35468,-0.16677,1.2962,1.1245,-1.8515,0.68866
1,0,3,1,-0.39447,-2.0898,-0.13193,1.0244,1.4315,-0.13882,0.23544,1.6207,1.7321,-2.4242,0.45579,-0.36646
2,1,2,1,-0.26047,-0.54728,-0.23669,-0.47623,0.57714,-2.4708,-1.8871,-0.30572,-1.1023,-0.064991,-0.35357,1.9443
0,0,7,1,-1.9041,0.85046,0.62223,-1.7569,-0.044599,0.84932,-1.0925,-0.2636,-0.75052,-0.48514,-0.46069,-0.46777
31,1,31,1,-1.0635,0.75319,-1.2736,0.64693,1.0416,-0.13436,0.62859,1.1376,1.5289,0.48448,1.0103,-1.2359
43,0,53,1,0.46851,-0.27572,1.833,-0.54803,-0.091486,1.2963,3.1091,-1.1698,-0.52043,0.87781,0.27346,-0.22059
6,0,8,1,-0.6551,0.37562,0.9922,0.035065,-1.5471,-0.89247,2.0642,0.49258,0.4552,-1.2519,0.67277,-0.087471
13,0,14,2,0.88313,-0.013948,-0.14777,-0.94534,-0.32621,0.49313,-2.2927,-1.596,-0.47061,1.4792,-0.022491,-0.22193
12,2,12,2,1.1453,-0.18907,-1.1313,0.10214,0.80106,0.057177,0.060039,-0.97353,1.4804,-0.12965,-0.72331,1.1833
33,1,33,1,-1.3277,-0.015169,1.8599,-0.19259,0.93377,0.85228,0.64963,-1.3503,1.0669,1.3413,-2.5171,0.33872
2,0,7,2,-1.2024,-0.13388,0.12632,-0.54982,0.55292,0.31189,2.3287,-0.13678,0.49623,-0.12607,0.064472,-0.2293
0,0,1,1,0.22783,-1.7758,-0.22216,-0.85047,0.14953,-0.58589,0.88241,-1.2212,-0.90387,0.47362,0.40263,-1.3073
2,1,2,1,0.17519,-0.44037,-0.33258,0.97743,0.30549,-0.82244,0.74539,-1.6137,0.072482,1.4452,-1.2721,0.56273
9,0,22,1,-0.65995,0.68642,-0.99591,0.21209,-0.12057,-0.38803,0.30247,-0.51649,1.5508,0.54067,-0.092503,-1.0797
0,0,12,1,-0.70848,1.1268,-0.52941,0.3576,0.42115,1.0192,2.0243,0.21554,1.5454,1.2327,1.6414,0.8654
13,2,13,2,-1.5338,1.6323,0.41687,0.79671,0.15877,1.9597,-0.074092,-0.034911,0.65221,0.35168,-1.4398,-0.40601
1,0,5,1,0.47105,1.9493,0.017842,0.33057,0.12056,-1.4321,-0.68901,0.48501,0.16704,0.74726,-0.23027,1.2634
1,1,1,1,1.0792,-0.073788,-0.18005,0.15748,0.35927,0.169,1.5411,-0.070042,2.3491,1.2768,-0.51637,-0.37866
2,0,9,1,0.61862,-1.4342,0.45106,0.31434,-1.0742,-0.21572,1.0937,-1.4382,-1.2687,-0.27494,0.18453,-0.98451
8,1,8,1,-2.0086,0.26299,-1.1275,0.38542,-0.068473,0.21442,-1.0059,0.7962,0.26052,1.8818,0.094779,0.027648
75,2,75,2,-0.32923,1.0124,0.40976,1.1605,1.4039,1.3206,0.82794,1.5779,-0.63151,0.096835,1.4521,-0.5693
25,1,25,1,1.1042,-1.8567,1.4778,0.05249,-1.0998,0.59089,-0.31138,-0.34587,-0.21641,0.46871,0.62182,-0.51212
6,1,6,1,-0.6073,-1.3847,0.9223,-1.7347,1.5017,-1.2052,1.9496,-0.048068,0.9505,-0.5264,-0.25168,0.75619
20,2,20,2,1.0175,2.1551,-0.67033,-0.18538,-0.44313,2.6912,1.0037,-0.26144,-1.738,1.5331,0.58954,2.3266
1,0,2,2,-0.15309,1.2496,-0.043748,1.5949,-0.35683,0.86734,0.15935,0.52985,0.73957,-1.0655,-0.69618,2.1896
29,0,32,2,0.80794,-0.23689,-0.85659,-0.72769,-1.1081,0.97987,0.27702,-1.2068,-0.53105,0.26032,1.1647,0.96701
35,2,35,2,1.782,2.5657,0.92271,-1.7878,1.3582,1.1755,-2.6447,0.46049,-0.74771,0.99357,0.039287,1.0693
24,2,24,2,0.76008,-1.8097,0.26199,-0.81053,-0.067742,-2.0391,-0.34718,1.8748,-0.66018,0.12593,0.2209,0.89937
32,0,33,2,1.3805,-0.47154,0.50357,0.37301,-0.21573,-1.684,0.0059521,-0.11547,-0.097166,1.449,-1.7818,-1.1206
104,2,104,2,0.77298,-0.75536,0.12391,-1.4888,0.30908,1.1193,-0.42806,-0.98663,0.048045,-0.4451,-0.18884,0.48298
18,1,18,1,-0.74801,1.7897,-0.59444,-0.42715,-0.51358,-0.28069,-1.176,-0.000336,2.5324,2.0687,1.4106,1.9526
1,0,1,1,0.73203,1.6774,-1.2701,1.4255,-0.56205,1.285,0.23045,0.99701,-0.40274,-0.95923,-0.13017,0.97684
4,0,4,1,2.7543,-0.39955,1.1749,-0.05949,1.4656,-0.16594,-1.1551,-2.1931,0.47935,-0.85475,-1.5018,0.56072
15,1,15,1,0.62616,-0.32896,-1.446,0.42203,-0.0048589,-0.19605,0.82673,0.69515,0.2975,-0.46671,-0.0082724,-0.65341
39,2,39,2,0.095979,0.34524,0.13564,-1.261,-0.15672,-1.0214,0.87246,-1.4392,0.92715,-0.36873,-1.1302,0.94559
2,0,7,1,0.48806,0.60642,0.88488,-1.3818,-1.2827,0.29257,1.2546,1.4486,-1.9617,0.48043,1.0916,0.56117
1,1,1,1,1.0364,-0.54099,0.66667,-1.2193,-1.2577,1.3539,-1.79,0.045131,1.0689,0.60072,2.3068,1.2409
5,2,5,2,-0.091887,0.16459,0.027837,0.85814,-1.0112,1.1204,1.7278,0.26755,-1.2485,-1.0188,0.45269,-0.74367
3,0,17,2,-0.13826,0.33982,-1.0925,-0.25393,-0.38998,1.3142,0.54807,-0.81744,-1.5279,0.16124,2.0791,-0.99935
24,1,24,1,-0.73626,0.84546,1.1673,-2.6217,-1.1323,0.97317,-0.75051,-0.073727,0.094696,-0.59125,-0.025264,1.1093
0,0,3,2,1.1695,0.97274,-0.91371,-0.32077,-1.0098,0.0034207,0.47565,0.79518,-1.119,1.0471,-0.1581,-1.1667
16,0,19,2,-0.0068947,0.15352,0.0028969,-0.61597,0.41955,0.4936,0.51451,-0.63877,-0.89044,1.4029,1.8988,-0.6597
24,2,24,2,0.26887,1.8789,0.35799,0.075528,0.49853,0.18464,1.0546,-0.050633,-0.72077,-1.7199,0.90429,0.77944
6,2,6,2,0.50606,0.10168,0.27834,0.6314,-0.48453,1.1421,-0.018168,-0.66883,-2.727,-0.67933,-0.61347,-0.42482
1,0,1,1,0.35375,0.89684,-0.51326,0.66219,-0.26195,-0.91671,0.29022,-0.097515,0.17701,-1.0743,-0.7402,2.8509
3,0,3,2,0.037169,1.1144,1.6927,-0.51395,-0.88954,1.0887,0.21614,-0.87202,-0.1995,1.9802,0.048271,2.0918
20,2,20,2,-1.7078,0.98737,-0.52615,1.2651,0.48963,0.21486,0.16469,-0.14921,2.4466,-1.4085,0.4054,1.4201
1,1,1,1,1.0607,-1.0508,-0.086782,-0.2701,-0.99376,-0.71398,1.0095,0.33251,0.1959,1.4888,-1.0272,-0.92648
12,0,20,2,-1.3327,0.98271,0.72465,-1.4147,1.0159,1.2645,-0.70319,-0.1689,0.33366,1.2214,-0.68142,0.32061
6,0,26,1,0.69807,0.74051,0.96631,-0.1819,-0.48786,-1.2864,-0.57472,0.18366,1.3865,1.4249,-0.81469,0.97657
2,2,2,2,0.56479,-0.12006,-0.20239,-0.22847,-0.14578,0.9456,0.66037,0.98344,-1.3958,-1.006,1.9587,-0.044972
18,1,18,1,0.16579,-0.32182,0.81278,0.40375,0.30408,-1.3704,-1.926,1.1466,0.68434,-0.4319,0.71793,1.7737
13,0,15,1,-1.7901,0.21588,0.62787,-0.87445,-2.4932,0.7395,1.3849,-0.053884,1.6594,1.3282,-0.060425,-2.1716
8,0,15,1,-0.52982,1.1453,-0.36471,0.81643,-0.77234,0.70589,2.6072,0.00071972,0.37241,0.80396,0.52157,0.061856
46,1,46,1,0.093815,0.85552,-0.29721,-1.6626,0.32702,0.13387,0.6239,-0.68682,1.3985,1.0349,1.2237,-0.12605
3,0,4,2,0.41882,-1.6076,0.71652,-1.1634,0.38013,-0.59636,0.57593,0.328,0.021719,-1.022,-0.29949,0.4372
3,2,3,2,-0.49548,-0.65856,0.44231,-0.72037,-0.41865,-0.77532,0.38222,0.48754,0.7157,-0.87195,0.46414,-1.0556
6,0,17,2,-0.31681,-0.52305,-0.16194,2.183,-0.11639,0.13894,-0.24081,0.23987,-0.73661,-1.631,0.40019,-1.2189
15,1,15,1,2.1577,1.3581,1.316,0.94007,0.18642,-1.3623,0.19251,-0.29702,-0.7005,0.87479,1.4264,1.8635
0,0,2,2,0.09372,-1.9515,0.45075,0.62497,0.3644,1.0105,0.37167,-0.31949,0.77454,1.2626,-0.18906,-2.3837
0,0,0,1,-0.14328,0.27931,0.045943,0.16806,0.42699,0.63636,0.18363,-0.10135,1.201,-0.75479,0.72809,2.1522
14,1,14,1,-1.2841,-1.3371,-0.5854,0.72143,0.056831,0.5517,1.0627,0.98817,0.2075,-0.19369,1.7219,0.47846
21,1,21,1,-0.032826,0.38065,-0.72018,-0.50859,-1.6165,0.62415,-1.6195,1.5664,-0.93662,-1.6836,-0.21438,0.50717
0,2,0,2,0.85189,-1.2967,0.68385,-0.68379,0.63253,0.67485,1.0503,-0.67718,2.0138,-0.44487,0.47132,-1.2376
6,0,10,1,-1.9108,2.0917,0.30959,-0.59666,-1.3192,0.038087,0.87397,0.091133,-0.74961,0.085904,1.3909,-0.56762
6,0,18,1,1.3727,-0.47463,2.4731,-1.3327,0.0069582,0.30882,-1.6117,0.1711,-1.2567,1.2655,-0.16111,0.36127
11,0,11,2,-0.96537,-0.36576,-1.3357,0.30832,-2.2857,-0.16768,-0.61485,1.9403,0.3611,-1.6017,-0.90895,-1.0835
2,0,3,1,0.79617,0.61266,0.77283,-1.3933,0.063604,-0.89978,-0.23266,-0.20911,0.094403,0.3739,1.2898,2.1846
0,2,0,2,-1.3901,-0.27755,-1.4189,0.76056,0.39371,1.1739,0.92488,-0.96789,0.4508,0.41754,-0.1758,-0.28327
2,2,2,2,1.1586,0.63632,-0.053273,0.50568,-1.4458,-0.12841,-0.70716,1.2271,1.5187,-0.25837,-0.9893,1.3352
4,0,4,2,0.18852,-0.44395,-1.444,-0.013536,-1.4074,0.5002,-0.11217,0.94722,0.14905,-0.21538,-0.29426,-0.7192
1,0,1,1,-1.1134,0.35448,-0.48714,0.73818,-0.37703,-0.97595,0.090567,0.096929,-0.22165,1.9653,0.84072,1.1814
1,2,1,2,0.080781,0.91845,-0.16102,0.63619,-0.46725,0.57183,-0.29921,-0.53649,-0.76775,0.6948,-1.2643,-0.8478
5,2,5,2,-1.0534,1.9033,2.1112,-1.5103,0.0039168,1.3253,-0.010342,1.1156,0.11861,0.60786,1.0797,0.13913
18,1,18,1,-1.4607,0.52195,-0.81903,-1.1326,1.8495,-0.52639,-1.0914,-0.60646,0.80185,-0.57007,0.21126,0.16102
3,0,6,1,-0.018368,-0.7948,-0.30358,-0.15989,-0.19628,-0.17296,0.3269,0.29895,2.6918,-1.2303,0.67944,0.18869
5,0,5,2,0.27766,2.592,-0.35729,-0.41716,1.3611,-0.61145,-1.9679,1.6964,0.29054,-0.38099,1.0743,-0.40639
2,1,2,1,0.086607,-0.55611,-0.14615,0.49945,-0.46585,0.65896,-0.12895,0.4028,1.1156,-1.0657,0.32702,1.9202
1,0,10,1,-0.87969,-0.25399,-1.607,0.66952,0.96093,2.0357,0.88287,0.17886,-1.2378,0.4584,0.70286,0.33675
8,1,8,1,-0.39974,-0.64733,0.82317,0.74823,-0.65944,-0.3264,-1.9439,-0.33933,-1.3121,2.1558,1.2654,-0.061624
17,1,17,1,-1.7302,0.66432,0.88211,0.76381,0.8575,0.056814,0.10315,0.39576,-0.86909,-0.040249,-0.6857,1.2561
13,1,13,1,0.51696,0.77787,-0.096601,-0.37159,-0.41693,-0.24845,-0.41724,0.44227,-0.17169,0.032761,1.5247,-0.59004
16,1,16,1,-0.87275,-0.75551,-1.4711,-0.14435,-0.050933,0.62345,-0.03323,0.11921,-0.56359,-0.39994,-0.93491,-0.060394
54,0,75,2,-0.32319,-0.63192,-0.6697,-0.75984,-2.0574,0.74939,1.2229,-0.48002,1.5184,-1.1626,0.50824,-0.11833
15,0,20,2,-1.4982,1.1861,0.27694,0.36658,-0.87257,-0.89525,1.787,0.21372,0.21001,-0.017883,0.32539,-0.060789
43,0,46,2,-0.26859,0.9054,-0.71896,-0.29245,1.49,-1.8783,1.1843,-0.26777,0.25113,0.86283,0.96072,0.49967
10,0,11,1,-1.7708,1.0575,1.322,0.46553,-0.12147,-0.39425,0.015239,-0.36655,0.28055,-0.31487,-0.49891,0.23691
9,0,52,1,1.4164,-0.64998,-0.37216,1.2756,0.35804,0.80419,-1.1022,-0.95412,0.043833,0.71231,-0.65594,1.173
4,0,46,1,2.01,-0.4577,-1.6129,-0.44332,1.5196,-0.36636,0.29165,-0.17904,-0.02025,-0.30105,-0.67581,-0.76538
1,1,1,1,-0.12976,1.7773,-1.9244,0.66004,-0.28579,0.51045,-0.46503,-2.5671,0.20686,-0.73855,0.55,-0.51277
3,0,3,2,0.15547,-0.99704,0.57407,-1.2105,1.9711,0.29536,1.0662,1.6054,-0.78907,-1.1929,-0.81252,1.6546
15,1,15,1,-0.062813,-0.61297,-0.18685,0.17036,0.27932,1.9716,0.74044,0.82896,1.04,0.15442,0.56443,-0.31499
31,2,31,2,-1.503,0.97527,-0.49147,-0.55472,-0.29282,1.0262,-1.6418,-1.344,0.52438,-0.8797,-1.7797,1.1889
20,1,20,1,0.89242,0.97824,0.46125,-1.4826,-0.075718,-0.56686,1.1042,-1.5676,-0.71204,0.52292,1.3184,-2.06
2,0,3,2,1.014,-0.93177,0.62162,0.38773,0.98814,0.25491,0.17291,-0.027188,-1.8916,-1.12,-0.86833,1.7016
21,1,21,1,-1.2582,-0.49873,0.31176,1.0877,0.52529,0.68295,-0.96412,0.97036,-0.4009,-0.024043,0.25386,1.1826
0,0,0,2,0.33611,1.3991,0.017509,-0.35602,0.31725,-0.2011,2.1891,-0.29239,-0.3219,0.41804,0.26209,0.20476
7,1,7,1,1.4531,-1.3586,-0.53521,-0.066881,1.2113,0.059264,2.1908,-0.80434,-0.37894,2.6822,-0.87591,0.93549
12,1,12,1,-1.1457,-0.17815,-0.42287,2.0056,-0.024641,1.5349,0.1694,0.27728,-0.81683,-2.6007,-0.2531,-0.939
1,0,1,1,-0.9678,0.35701,-0.40991,0.34432,1.103,1.4574,-1.2782,0.44061,-1.2513,1.4259,0.34848,0.80427
2,0,4,2,-1.3077,0.38278,0.095387,0.98787,-1.2994,0.61786,-1.1164,-0.72445,1.5481,0.10516,-1.4736,-0.75884
59,0,100,1,-0.43768,-0.5192,0.84494,-2.1589,0.57261,1.0381,-0.070234,0.22549,-0.25062,-0.22564,-1.4999,-0.26769
37,0,42,2,-0.52173,0.83765,0.10362,-1.4374,-0.3602,0.31775,-0.081186,-0.94318,-0.32195,0.50969,-0.81137,1.2607
6,0,6,2,0.070947,1.1729,-1.2798,-0.36409,0.97452,0.53541,-1.1327,-0.21274,-1.0043,-0.28,0.33066,-0.42165
6,2,6,2,-0.26105,0.93006,1.4502,-1.4166,0.0076293,-0.014124,1.1855,0.20559,0.90568,0.91735,-0.21548,0.12742
0,2,0,2,0.33924,0.75616,-0.77893,-0.14818,0.5076,-0.080509,-0.53477,-0.54846,0.21877,-2.0099,1.3345,0.78262
0,1,0,1,-0.86399,0.41935,0.34644,-0.42229,0.70651,0.024638,0.33145,-0.96107,1.5284,-1.5153,1.0644,1.5102
20,0,30,1,-0.80832,-0.51913,-0.59508,-0.74318,0.45669,-1.1513,-0.66514,-0.16784,1.1376,0.028283,0.72794,-1.1934
1,1,1,1,0.43133,1.9375,-0.4143,0.22929,1.8202,0.092193,-0.25598,-0.027268,-0.70041,0.86647,-0.22938,0.13691
21,1,21,1,-0.24786,0.36069,1.0094,0.73289,1.1582,0.047675,-0.81368,1.2198,0.4465,-0.69551,0.70168,-0.78485
0,0,10,1,-0.94614,-0.25524,0.96643,-0.12856,0.88785,0.41956,0.051821,-0.059132,0.091575,0.0052919,1.5236,-0.81804
41,1,41,1,-0.92893,-1.1341,-0.22326,-0.29331,1.6308,0.92629,1.189,-0.19428,1.0345,1.7764,-0.91026,-0.52023
14,0,43,2,0.2318,-0.52422,0.21046,1.6161,1.1174,0.21765,0.1231,0.12433,0.71504,-0.43755,1.6351,-2.2712
0,0,2,2,0.46455,1.0284,-0.38692,1.2597,-0.781,0.13648,1.2562,-0.052405,0.61222,0.8557,1.8555,0.91986
3,0,3,2,-0.22768,-0.54076,-0.57499,1.218,0.27996,0.076765,0.75171,-0.50255,-0.62203,-1.1403,-0.16861,1.3495
1,0,3,1,0.24796,0.62424,-0.26857,-0.28103,-0.67183,-0.016424,1.1222,-0.062675,-0.60078,1.4413,0.34904,0.90383
27,2,27,2,0.59703,0.15623,1.1254,-0.48087,-0.94605,0.60728,-0.048748,1.6189,0.80709,2.1385,-1.8016,0.94789
38,1,38,1,0.89656,0.25237,-0.89262,-0.31709,-2.4989,-0.043097,-1.0455,-0.92341,0.93637,-0.44699,0.13395,-1.0161
0,0,0,2,-0.5953,0.063534,-0.94392,1.4754,-0.85723,0.70439,-1.5088,0.35067,-0.42794,-0.012617,-1.4861,0.087031
4,1,4,1,-0.47957,0.66439,0.18332,0.30811,0.19327,0.48298,0.48859,-0.81698,0.26571,0.065391,-0.037191,-0.82312
89,2,89,2,-0.51257,1.2649,0.15749,1.5435,-0.93676,-0.4214,1.1379,0.68879,-2.7441,-1.72,2.2483,-0.14978
1,2,1,2,0.25957,-2.4269,0.85937,-1.0364,0.063141,0.48522,0.87692,-0.76538,-1.6111,0.98383,-1.2557,1.2261
0,0,1,2,0.082106,0.97946,0.18574,0.31885,2.4343,-0.65415,-0.90121,2.3611,-0.47302,0.13889,-1.0247,-0.091092
3,2,3,2,1.0501,1.0998,0.078923,0.55154,-0.40762,0.10948,-1.5175,0.057224,-0.47797,1.8395,-0.8333,0.90812
3,1,3,1,-0.42779,-1.2488,-1.0799,0.71233,1.3903,-0.12272,-0.45957,-0.19968,-0.95644,0.68516,0.11972,0.87739
6,2,6,2,-0.71934,0.2331,-1.0027,0.31713,0.32326,1.8288,0.49051,0.94206,2.8992,-0.74934,0.90122,-1.1854
3,0,4,1,-0.97924,-0.99307,0.59692,-0.87473,0.7433,1.4372,0.58256,0.38019,0.42108,0.35773,1.4906,-1.1277
17,0,26,1,0.56964,2.1957,-0.2264,0.78603,-0.47081,-0.36592,0.34331,1.5294,1.2023,-0.072182,-1.8267,0.20125
0,0,0,1,-1.1557,-0.4271,0.59109,-0.26158,-0.91328,1.1391,-0.40862,0.92516,0.93238,0.64636,-0.83178,0.99341
36,1,36,1,1.0463,0.52464,1.5016,-0.085147,0.29417,-1.875,1.0692,-0.058007,1.4051,0.73836,1.3351,1.0147
50,1,50,1,-0.68515,0.19712,-1.1791,-0.52072,1.2052,0.49001,0.25916,0.03728,0.20582,-0.23645,1.0191,1.5123
4,2,4,2,-0.18421,-0.63159,0.15657,-0.58197,1.8352,-1.0485,0.13129,-0.066491,-0.086218,-0.31703,-0.87727,0.17908
14,0,17,2,-1.0608,-0.97419,1.0283,0.36183,1.8869,-1.3204,-0.48946,0.043499,-0.95422,2.1523,1.9321,1.4145
16,2,16,2,-1.1885,-0.10979,-0.31923,1.6574,-0.6756,0.053914,0.050921,0.61366,0.11514,-1.4826,-0.99881,-1.2226
70,0,125,1,0.88553,0.19678,-1.7842,-1.1158,-0.35245,0.36177,0.025214,-0.18942,1.3746,0.3755,-0.71798,-0.31049
94,1,94,1,-0.012816,-0.49924,0.94514,1.2787,-0.051647,-0.37382,0.9126,-1.4957,0.1577,1.1291,-0.34037,-0.90045
73,2,73,2,-0.93359,0.1172,-1.0702,-0.63467,0.45542,0.10336,1.4656,0.69478,2.0351,-0.30675,1.4323,-0.22051
1,0,1,1,1.621,-0.34551,0.32886,-0.0034652,0.9605,0.1362,-0.71469,0.10793,0.62457,-0.013849,-0.46938,-0.025025
1,2,1,2,0.31575,-0.066227,-1.8335,1.0192,0.10546,0.015517,-0.24091,0.38673,-0.28449,0.19325,1.1475,0.044217
79,0,100,2,-1.1916,0.70412,-1.5823,0.10004,0.70633,-1.4348,0.16737,0.31628,-1.4186,1.9422,0.8948,0.32503
61,0,64,2,-0.2574,-0.78079,1.5001,0.69924,1.8827,-0.2154,1.0408,-0.77729,-0.58529,0.11468,-0.21706,-0.26625
1,0,2,2,-0.80489,0.88184,-0.12678,0.7157,0.47751,0.14604,1.0391,-0.79349,-0.018154,1.3303,-1.6593,-1.2785
102,1,102,1,0.097235,1.3026,0.041342,-1.5573,-0.053883,1.2356,-1.8724,0.038564,-0.68073,-0.07229,0.47201,-0.45115
5,1,5,1,2.492,0.38345,0.073339,0.12152,-0.37625,0.7074,-1.0067,-0.2315,-1.9118,0.4065,0.80434,-0.6908
29,0,45,2,-1.3974,0.35829,0.70256,0.59791,-1.0076,1.2426,1.0248,-1.5604,-1.0495,-0.074736,1.1045,1.2097
52,1,52,1,-1.8496,0.51302,-0.34892,-0.62213,-0.94686,-0.9002,1.3988,-1.5261,1.5444,1.2387,-0.54505,0.25443
3,0,31,1,-0.084807,-0.25304,-0.91357,1.4421,-0.39447,0.21066,-0.78324,0.82721,-0.27303,-0.018852,0.37343,0.87743
30,2,30,2,-0.4471,-0.12246,-0.15123,0.4806,-0.54014,0.9738,0.80804,1.1309,0.82803,1.1899,0.81119,0.36007
1,2,1,2,-1.3959,0.68163,1.4412,-0.24351,-0.41093,-0.38114,1.0412,-0.1577,-1.1438,0.38457,-1.3573,-0.27821
1,0,2,1,1.0223,0.42798,-0.70136,0.34733,-2.1543,-2.7426,1.4272,0.98063,0.71973,0.56743,1.8575,0.44471
19,0,25,2,1.7721,1.0003,0.39662,0.27664,-1.0824,-0.31291,0.47269,-0.92053,0.42604,1.018,0.64566,-0.18354
6,0,6,1,0.93535,-1.68,0.94844,-0.4216,0.73357,-0.20182,-0.9524,-0.37353,1.5102,0.81662,-0.16905,0.19973
0,0,1,2,0.57695,-0.53025,0.76814,-0.47295,-0.10241,-0.1357,-0.14827,0.82972,0.20986,-0.14417,-0.73593,1.2399
15,1,15,1,0.67961,-0.83359,1.2514,0.96414,-0.72881,0.97197,-0.17085,-0.69571,-1.6897,-0.27428,-0.89861,-0.14074
3,0,6,1,0.6052,-0.31129,1.1753,0.15732,-0.035011,-0.85263,0.22058,-0.13932,0.17279,-0.50394,0.50676,1.2752
5,0,10,1,0.39114,-0.32754,1.6037,0.69728,0.47324,-0.83434,0.49491,-1.2997,-1.8196,-0.2259,0.22519,1.3417
26,0,56,1,-1.6205,0.95011,-0.41274,-1.1492,0.050798,0.43582,-1.8279,0.22049,0.20389,0.33457,-0.26017,0.20908
2,0,6,2,0.85214,-0.022835,-1.1877,-0.59716,-0.57877,-0.88759,-0.21704,0.96239,0.96167,-1.2827,-0.85328,0.2073
1,0,3,2,-1.7126,1.5825,0.48411,-0.66242,-0.25651,-0.89042,-0.25082,-0.12715,-1.7452,-0.10084,1.489,0.8296
0,1,0,1,1.1365,-0.75248,1.0819,0.47424,0.042986,1.5016,-1.0715,-0.63433,-0.97755,0.20763,0.17335,1.4896
91,0,109,2,0.3795,0.23872,-1.319,-1.9753,-0.82846,-0.093755,-0.15185,-0.23386,1.3171,2.1785,0.11782,0.36792
0,0,0,1,-1.7143,-0.92788,-0.0079306,-0.56526,-1.124,0.85015,0.68076,1.4494,-0.11217,-0.68667,-2.6345,-0.44264
1,0,13,2,-2.3336,-0.72018,-0.32914,1.5377,-0.52992,0.53589,-0.90512,-1.6231,-0.20383,-0.091792,-1.3694,-0.17749
10,0,12,2,0.060743,0.54298,0.063691,0.69448,-1.2877,0.5465,0.77182,-0.71215,0.27433,-0.24427,-0.57686,-1.1288
39,0,50,1,0.8002,-1.8172,-0.40103,1.2825,0.96695,-0.080074,0.14645,0.071333,0.20214,-0.61848,-0.62131,0.032273
